birthday,pic/_title,team/_alt,pic/_alt,pic,team,number,team/_title,name,position,number/_source,value
"Dec 27, 1982 (33)",Ovidiu Hoban,Hapoel Beer Sheva,Ovidiu Hoban,http://akacdn.transfermarkt.de/bilder/mediumfotos/s_81484_9465_2012_2.jpg?lm=0,http://akacdn.transfermarkt.de/images/wappen/normal/2976.png?lm=1409220679,5, ,Ovidiu Hoban,Defensive Midfield,5,£750k
"Nov 9, 1984 (31)",Mihai Pintilii,Steaua Bucharest,Mihai Pintilii,http://akacdn.transfermarkt.de/bilder/mediumfotos/s_48890_301_2013_10_02_1.jpg?lm=0,http://akacdn.transfermarkt.de/images/wappen/normal/301.png?lm=1423833407,8, ,Mihai Pintilii,Defensive Midfield,8,£750k
"Dec 8, 1985 (30)",Andrei Prepelita,PFK Ludogorets Razgrad,Andrei Prepelita,http://akacdn.transfermarkt.de/bilder/mediumfotos/s_37933_301_2013_10_02_1.jpg?lm=0,http://akacdn.transfermarkt.de/images/wappen/normal/31614.png?lm=1403618826,18, ,Andrei Prepelita,Central Midfield,18,£1.50m
"Apr 7, 1989 (26)",Vlad Achim,FC Voluntari,Vlad Achim,http://akacdn.transfermarkt.de/bilder/mediumfotos/s_69402_8687_2012_1.jpg?lm=0,http://akacdn.transfermarkt.de/images/wappen/normal/40843.png?lm=1432640644,16, ,Vlad Achim,Central Midfield,16,£563k
"Mar 13, 1980 (35)",Lucian Sanmartean,Al-Ittihad Jeddah,Lucian Sanmartean,http://akacdn.transfermarkt.de/images/portrait/medium/9733-1406640427.jpg?lm=1433145104,http://akacdn.transfermarkt.de/images/wappen/normal/8023.png?lm=1405231877,17, ,Lucian Sanmartean,Central Midfield,17,£375k
"Jul 8, 1990 (25)",Alexandru Maxim,VfB Stuttgart,Alexandru Maxim,http://akacdn.transfermarkt.de/images/portrait/medium/129513-1438071289.jpg?lm=1438071309,http://akacdn.transfermarkt.de/images/wappen/normal/79.png?lm=1422202309,10, ,Alexandru Maxim,Attacking Midfield,10,£3.00m
"Feb 19, 1989 (27)",Constantin Budescu,Dalian Yifang,Constantin Budescu,http://akacdn.transfermarkt.de/images/portrait/medium/164233-1412947448.jpg?lm=1433143762,http://akacdn.transfermarkt.de/images/wappen/normal/33304.png?lm=1451811772,20, ,Constantin Budescu,Attacking Midfield,20,£2.25m
"Jul 24, 1988 (27)",Adrian Popa,Steaua Bucharest,Adrian Popa,http://akacdn.transfermarkt.de/bilder/mediumfotos/s_104062_301_2013_10_02_1.jpg?lm=0,http://akacdn.transfermarkt.de/images/wappen/normal/301.png?lm=1423833407,7, ,Adrian Popa,Right Wing,7,£1.35m
"Nov 22, 1989 (26)",Gabriel Torje,Osmanlispor FK,Gabriel Torje,http://akacdn.transfermarkt.de/images/portrait/medium/47184-1442401534.jpg?lm=1442401558,http://akacdn.transfermarkt.de/images/wappen/normal/2944.png?lm=1442604399,11, ,Gabriel Torje,Right Wing,11,£3.19m
"Aug 21, 1988 (27)",Ioan Hora,Pandurii Targu Jiu,Ioan Hora,http://akacdn.transfermarkt.de/bilder/mediumfotos/s_54528_7769_2013_08_10_1.jpg?lm=0,http://akacdn.transfermarkt.de/images/wappen/normal/8715.png?lm=1416161587,25, ,Ioan Hora,Right Wing,25,£1.13m
"Dec 2, 1986 (29)",Claudiu Keserü,PFK Ludogorets Razgrad,Claudiu Keserü,http://akacdn.transfermarkt.de/images/portrait/medium/25115-1416903877.jpg?lm=1433144116,http://akacdn.transfermarkt.de/images/wappen/normal/31614.png?lm=1403618826,13, ,Claudiu Keserü,Centre Forward,13,£3.00m
"Jun 28, 1987 (28)",Bogdan Stancu,Genclerbirligi Ankara,Bogdan Stancu,http://akacdn.transfermarkt.de/bilder/mediumfotos/s_46658_2323_2013_07_08_1.jpg?lm=0,http://akacdn.transfermarkt.de/images/wappen/normal/820.png?lm=1408653608,19, ,Bogdan Stancu,Centre Forward,19,£3.00m
"Apr 11, 1993 (22)",Florin Andone,Córdoba CF,Florin Andone,http://akacdn.transfermarkt.de/images/portrait/medium/177065-1423746763.jpg?lm=1433143824,http://akacdn.transfermarkt.de/images/wappen/normal/993.png?lm=1408654669,9, ,Florin Andone,Centre Forward,9,£1.88m
"Jan 4, 1997 (19)",Andrei Ivan,CS U Craiova,Andrei Ivan,http://akacdn.transfermarkt.de/images/portrait/medium/271282-1448620957.jpg?lm=1448620957,http://akacdn.transfermarkt.de/images/wappen/normal/40812.png?lm=1409069489,24, ,Andrei Ivan,Centre Forward,24,£488k
