birthday,pic/_title,team/_alt,pic/_alt,pic,team,number,team/_title,name,position,number/_source,value
"May 24, 1983 (32)",Viktor Pecovsky,MSK Zilina,Viktor Pecovsky,http://akacdn.transfermarkt.de/bilder/mediumfotos/s_21361_1443_2012_1.jpg?lm=0,http://akacdn.transfermarkt.de/images/wappen/normal/1443.png?lm=1415023229,22, ,Viktor Pecovsky,Defensive Midfield,22,£263k
"Jul 27, 1987 (28)",Marek Hamsik,SSC Napoli,Marek Hamsik,http://akacdn.transfermarkt.de/images/portrait/medium/38593-1408608919.jpg?lm=1433144500,http://akacdn.transfermarkt.de/images/wappen/normal/6195.png?lm=1437135876,17, ,Marek Hamsik,Central Midfield,17,£26.25m
"Feb 26, 1987 (28)",Juraj Kucka,AC Milan,Juraj Kucka,http://akacdn.transfermarkt.de/images/portrait/medium/74943-1448982889.jpg?lm=1448982911,http://akacdn.transfermarkt.de/images/wappen/normal/5.png?lm=1438547172,19, ,Juraj Kucka,Central Midfield,19,£4.50m
"Apr 22, 1992 (23)",Patrik Hrosovsky,FC Viktoria Plzen,Patrik Hrosovsky,http://akacdn.transfermarkt.de/images/portrait/medium/default.jpg?lm=1455618221,http://akacdn.transfermarkt.de/images/wappen/normal/941.png?lm=1451812652,13, ,Patrik Hrosovsky,Central Midfield,13,£1.13m
"Nov 22, 1991 (24)",Erik Sabo,PAOK Thessaloniki,Erik Sabo,http://akacdn.transfermarkt.de/bilder/mediumfotos/s_155597_365_2010_1.jpg?lm=0,http://akacdn.transfermarkt.de/images/wappen/normal/1091.png?lm=1411059430,8, ,Erik Sabo,Central Midfield,8,£675k
"Jan 29, 1991 (25)",Jan Gregus,FK Jablonec,Jan Gregus,http://akacdn.transfermarkt.de/bilder/mediumfotos/s_112317_377_2012_1.jpg?lm=0,http://akacdn.transfermarkt.de/images/wappen/normal/1322.png?lm=1419784597,6, ,Jan Gregus,Central Midfield,6,£450k
"Dec 5, 1994 (21)",Ondrej Duda,Legia Warszawa,Ondrej Duda,http://akacdn.transfermarkt.de/images/portrait/medium/232418-1448377320.jpg?lm=1448377340,http://akacdn.transfermarkt.de/images/wappen/normal/255.png?lm=1443702032,8, ,Ondrej Duda,Attacking Midfield,8,£2.63m
"Mar 8, 1991 (24)",Róbert Mak,PAOK Thessaloniki,Róbert Mak,http://akacdn.transfermarkt.de/images/portrait/medium/92180-1405583131.jpg?lm=1433145065,http://akacdn.transfermarkt.de/images/wappen/normal/1091.png?lm=1411059430,20, ,Róbert Mak,Left Wing,20,£1.88m
"Aug 1, 1985 (30)",Dusan Svento,1. FC Köln,Dusan Svento,http://akacdn.transfermarkt.de/images/portrait/medium/34543-1437391476.jpg?lm=1437391561,http://akacdn.transfermarkt.de/images/wappen/normal/3.png?lm=1396275280,18, ,Dusan Svento,Left Wing,18,£750k
"Oct 19, 1989 (26)",Miroslav Stoch,Bursaspor,Miroslav Stoch,http://akacdn.transfermarkt.de/images/portrait/medium/45559-1441374869.jpg?lm=1441374884,http://akacdn.transfermarkt.de/images/wappen/normal/20.png?lm=1441719256,10, ,Miroslav Stoch,Left Wing,10,£3.75m
"Nov 30, 1989 (26)",Vladimír Weiss,Al-Gharafa Sports Club,Vladimír Weiss,http://akacdn.transfermarkt.de/images/portrait/medium/92701-1412183190.jpg?lm=1433145065,http://akacdn.transfermarkt.de/images/wappen/normal/6297.png?lm=1409741564,7, ,Vladimír Weiss,Left Wing,7,£2.33m
"Jun 1, 1988 (27)",Michal Duris,FC Viktoria Plzen,Michal Duris,http://akacdn.transfermarkt.de/images/portrait/medium/74872-1445443851.jpg?lm=1445443879,http://akacdn.transfermarkt.de/images/wappen/normal/941.png?lm=1451812652,21, ,Michal Duris,Secondary Striker,21,£938k
"Dec 16, 1982 (33)",Stanislav Sestak,Ferencváros Budapest,Stanislav Sestak,http://akacdn.transfermarkt.de/images/portrait/medium/28775-1440496507.jpg?lm=1440496507,http://akacdn.transfermarkt.de/images/wappen/normal/279.png?lm=1420287310,9, ,Stanislav Sestak,Centre Forward,9,£525k
"Sep 2, 1985 (30)",Adam Nemec,Willem II Tilburg,Adam Nemec,http://akacdn.transfermarkt.de/images/portrait/medium/55210-1406726420.jpg?lm=1433144737,http://akacdn.transfermarkt.de/images/wappen/normal/403.png?lm=1405962522,11, ,Adam Nemec,Centre Forward,11,£263k
"Apr 1, 1982 (33)",Róbert Vittek,Slovan Bratislava,Róbert Vittek,http://akacdn.transfermarkt.de/images/portrait/medium/3531-1438085239.jpg?lm=1438085262,http://akacdn.transfermarkt.de/images/wappen/normal/540.png?lm=1415023119,, ,Róbert Vittek,Centre Forward,,£188k
"Jan 26, 1980 (36)",Martin Jakubko,MFK Ruzomberok,Martin Jakubko,http://akacdn.transfermarkt.de/bilder/mediumfotos/s_24237_4128_2012_1.jpg?lm=0,http://akacdn.transfermarkt.de/images/wappen/normal/7087.png?lm=1434385615,14, ,Martin Jakubko,Centre Forward,14,£94k
