birthday,pic/_title,team/_alt,pic/_alt,pic,team,number,team/_title,name,position,number/_source,value
"May 23, 1988 (27)",Lorenzo De Silvestri,UC Sampdoria,Lorenzo De Silvestri,http://akacdn.transfermarkt.de/images/portrait/medium/33571-1448964531.jpg?lm=1448964547,http://akacdn.transfermarkt.de/images/wappen/normal/1038.png?lm=1438547684,29, ,Lorenzo De Silvestri,Right-Back,29,£3.75m
"Jan 18, 1985 (31)",Riccardo Montolivo,AC Milan,Riccardo Montolivo,http://akacdn.transfermarkt.de/images/portrait/medium/19446-1455536395.jpg?lm=1455536427,http://akacdn.transfermarkt.de/images/wappen/normal/5.png?lm=1438547172,18, ,Riccardo Montolivo,Defensive Midfield,18,£3.75m
"Jan 19, 1986 (30)",Claudio Marchisio,Juventus FC,Claudio Marchisio,http://akacdn.transfermarkt.de/images/portrait/medium/44716-1416219760.jpg?lm=1433144598,http://akacdn.transfermarkt.de/images/wappen/normal/506.png?lm=1437135791,8, ,Claudio Marchisio,Central Midfield,8,£22.50m
"Feb 8, 1991 (25)",Roberto Soriano,UC Sampdoria,Roberto Soriano,http://akacdn.transfermarkt.de/images/portrait/medium/63186-1448965061.jpg?lm=1448965100,http://akacdn.transfermarkt.de/images/wappen/normal/1038.png?lm=1438547684,21, ,Roberto Soriano,Central Midfield,21,£9.38m
"Jan 25, 1985 (31)",Marco Parolo,SS Lazio,Marco Parolo,http://akacdn.transfermarkt.de/images/portrait/medium/84545-1448467664.jpg?lm=1448467686,http://akacdn.transfermarkt.de/images/wappen/normal/398.png?lm=1439921237,16, ,Marco Parolo,Central Midfield,16,£5.63m
"Aug 22, 1989 (26)",Giacomo Bonaventura,AC Milan,Giacomo Bonaventura,http://akacdn.transfermarkt.de/images/portrait/medium/57280-1455538437.jpg?lm=1455538452,http://akacdn.transfermarkt.de/images/wappen/normal/5.png?lm=1438547172,28, ,Giacomo Bonaventura,Left Wing,28,£15.75m
"Feb 28, 1987 (28)",Antonio Candreva,SS Lazio,Antonio Candreva,http://akacdn.transfermarkt.de/images/portrait/medium/25488-1455552915.jpg?lm=1455552928,http://akacdn.transfermarkt.de/images/wappen/normal/398.png?lm=1439921237,6, ,Antonio Candreva,Right Wing,6,£18.75m
"Oct 27, 1992 (23)",Stephan El Shaarawy,AS Roma,Stephan El Shaarawy,http://akacdn.transfermarkt.de/images/portrait/medium/94529-1454599346.jpg?lm=1454599357,http://akacdn.transfermarkt.de/images/wappen/normal/12.png?lm=1438188314,14, ,Stephan El Shaarawy,Left Wing,14,£9.75m
"Jul 23, 1987 (28)",Alessio Cerci,Genoa CFC,Alessio Cerci,http://akacdn.transfermarkt.de/images/portrait/medium/21748-1448983122.jpg?lm=1448983158,http://akacdn.transfermarkt.de/images/wappen/normal/252.png?lm=1438591281,11, ,Alessio Cerci,Right Wing,11,£6.38m
"May 5, 1985 (30)",Emanuele Giaccherini,Bologna FC 1909,Emanuele Giaccherini,http://akacdn.transfermarkt.de/images/portrait/medium/84835-1455532189.jpg?lm=1455532203,http://akacdn.transfermarkt.de/images/wappen/normal/1025.png?lm=1438547366,23, ,Emanuele Giaccherini,Right Wing,23,£3.00m
"Nov 26, 1991 (24)",Manolo Gabbiadini,SSC Napoli,Manolo Gabbiadini,http://akacdn.transfermarkt.de/images/portrait/medium/112343-1448530036.jpg?lm=1448530047,http://akacdn.transfermarkt.de/images/wappen/normal/6195.png?lm=1437135876,22, ,Manolo Gabbiadini,Centre Forward,22,£12.75m
"Nov 15, 1986 (29)",Éder,Inter Milan,Éder,http://akacdn.transfermarkt.de/images/portrait/medium/37418-1448965567.jpg?lm=1448965691,http://akacdn.transfermarkt.de/images/wappen/normal/46.png?lm=1406106969,17, ,Éder,Centre Forward,17,£11.25m
"Jun 25, 1991 (24)",Simone Zaza,Juventus FC,Simone Zaza,http://akacdn.transfermarkt.de/images/portrait/medium/96828-1455553686.jpg?lm=1455553703,http://akacdn.transfermarkt.de/images/wappen/normal/506.png?lm=1437135791,7, ,Simone Zaza,Centre Forward,7,£8.25m
"Jul 15, 1985 (30)",Graziano Pellè,Southampton FC,Graziano Pellè,http://akacdn.transfermarkt.de/images/portrait/medium/29594-1454083797.jpg?lm=1454083810,http://akacdn.transfermarkt.de/images/wappen/normal/180.png?lm=1444560086,9, ,Graziano Pellè,Centre Forward,9,£8.25m
"Aug 9, 1989 (26)",Stefano Okaka,RSC Anderlecht,Stefano Okaka,http://akacdn.transfermarkt.de/bilder/mediumfotos/s_35249_130_2013_09_18_1.jpg?lm=0,http://akacdn.transfermarkt.de/images/wappen/normal/58.png?lm=1443857722,20, ,Stefano Okaka,Centre Forward,20,£4.88m
