birthday,pic/_title,team/_alt,pic/_alt,pic,team,number,team/_title,name,position,number/_source,value
"Jan 23, 1990 (26)",Sener Özbayrakli,Fenerbahce SK,Sener Özbayrakli,http://akacdn.transfermarkt.de/images/portrait/medium/169873-1441143873.jpg?lm=1441143885,http://akacdn.transfermarkt.de/images/wappen/normal/36.png?lm=1406739123,2, ,Sener Özbayrakli,Right-Back,2,£3.75m
"Mar 3, 1986 (29)",Mehmet Topal,Fenerbahce SK,Mehmet Topal,http://akacdn.transfermarkt.de/images/portrait/medium/44402-1441144151.jpg?lm=1441144165,http://akacdn.transfermarkt.de/images/wappen/normal/36.png?lm=1406739123,15, ,Mehmet Topal,Defensive Midfield,15,£9.00m
"Mar 23, 1995 (20)",Ozan Tufan,Fenerbahce SK,Ozan Tufan,http://akacdn.transfermarkt.de/images/portrait/medium/236471-1441144247.jpg?lm=1441144266,http://akacdn.transfermarkt.de/images/wappen/normal/36.png?lm=1406739123,16, ,Ozan Tufan,Defensive Midfield,16,£5.63m
"Sep 23, 1992 (23)",Oguzhan Özyakup,Besiktas JK,Oguzhan Özyakup,http://akacdn.transfermarkt.de/images/portrait/medium/77966-1441146991.jpg?lm=1441147013,http://akacdn.transfermarkt.de/images/wappen/normal/114.png?lm=1443717097,14, ,Oguzhan Özyakup,Central Midfield,14,£7.13m
"Mar 9, 1994 (21)",Okay Yokuslu,Trabzonspor,Okay Yokuslu,http://akacdn.transfermarkt.de/images/portrait/medium/137616-1441359436.jpg?lm=1441359447,http://akacdn.transfermarkt.de/images/wappen/normal/449.png?lm=1441811145,17, ,Okay Yokuslu,Central Midfield,17,£3.38m
"Jan 30, 1987 (29)",Arda Turan,FC Barcelona,Arda Turan,http://akacdn.transfermarkt.de/images/portrait/medium/21369-1454078375.jpg?lm=1454078414,http://akacdn.transfermarkt.de/images/wappen/normal/131.png?lm=1406739548,10, ,Arda Turan,Attacking Midfield,10,£26.25m
"Feb 8, 1994 (22)",Hakan Calhanoglu,Bayer 04 Leverkusen,Hakan Calhanoglu,http://akacdn.transfermarkt.de/images/portrait/medium/126414-1437468502.jpg?lm=1437468534,http://akacdn.transfermarkt.de/images/wappen/normal/15.png?lm=1403163785,5, ,Hakan Calhanoglu,Attacking Midfield,5,£13.50m
"Feb 24, 1992 (23)",Yunus Malli,1.FSV Mainz 05,Yunus Malli,http://akacdn.transfermarkt.de/images/portrait/medium/85352-1437397290.jpg?lm=1437397324,http://akacdn.transfermarkt.de/images/wappen/normal/39.png?lm=1403085834,20, ,Yunus Malli,Attacking Midfield,20,£6.75m
"May 20, 1991 (24)",Emre Colak,Galatasaray SK,Emre Colak,http://akacdn.transfermarkt.de/images/portrait/medium/77707-1442483359.jpeg?lm=1442483393,http://akacdn.transfermarkt.de/images/wappen/normal/141.png?lm=1406739071,21, ,Emre Colak,Attacking Midfield,21,£2.44m
"Apr 8, 1991 (24)",Alper Potuk,Fenerbahce SK,Alper Potuk,http://akacdn.transfermarkt.de/images/portrait/medium/99186-1441144188.jpg?lm=1441144199,http://akacdn.transfermarkt.de/images/wappen/normal/36.png?lm=1406739123,6, ,Alper Potuk,Left Wing,6,£6.00m
"May 26, 1987 (28)",Olcay Sahan,Besiktas JK,Olcay Sahan,http://akacdn.transfermarkt.de/images/portrait/medium/36200-1441146927.jpg?lm=1441146941,http://akacdn.transfermarkt.de/images/wappen/normal/114.png?lm=1443717097,11, ,Olcay Sahan,Left Wing,11,£5.25m
"Mar 19, 1987 (28)",Yasin Öztekin,Galatasaray SK,Yasin Öztekin,http://akacdn.transfermarkt.de/images/portrait/medium/31867-1442484130.jpeg?lm=1442484145,http://akacdn.transfermarkt.de/images/wappen/normal/141.png?lm=1406739071,22, ,Yasin Öztekin,Left Wing,22,£4.31m
"Jun 7, 1991 (24)",Cenk Tosun,Besiktas JK,Cenk Tosun,http://akacdn.transfermarkt.de/images/portrait/medium/45671-1441147346.jpg?lm=1441147356,http://akacdn.transfermarkt.de/images/wappen/normal/114.png?lm=1443717097,9, ,Cenk Tosun,Centre Forward,9,£5.25m
